open_time,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore,open_time.1,open_time
2019-06-22 00:00:00+00:00,3.4,3.44,1.88,2.192,16217580.779,1561247999999,38927680.213289,97664,7058690.147,16971528.595719,0,,
2019-06-23 00:00:00+00:00,2.19,2.234,1.8,1.934,9875011.06,1561334399999,19416437.126695,44836,3568606.621,7082862.682029,0,,
2019-06-24 00:00:00+00:00,1.932,2.02,1.301,1.416,16193672.788,1561420799999,24965033.771686,61257,6900474.371,10653573.804888,0,,
2019-06-25 00:00:00+00:00,1.417,1.92,1.314,1.54,27118197.019,1561507199999,43527814.392291,108913,12583324.949,20296006.301038,0,,
2019-06-26 00:00:00+00:00,1.538,1.875,1.457,1.595,17449485.359,1561593599999,29200118.84022,75601,7654141.152,12856124.34933,0,,
2019-06-27 00:00:00+00:00,1.595,1.597,1.371,1.419,7017105.254,1561679999999,10320383.382138,32615,2943412.77,4340226.197312,0,,
2019-06-28 00:00:00+00:00,1.421,1.589,1.381,1.454,5845445.045,1561766399999,8631449.822561,27310,2652675.099,3924014.54012,0,,
2019-06-29 00:00:00+00:00,1.449,1.523,1.411,1.51,5350038.703,1561852799999,7825809.845958,21980,2260252.417,3317880.488954,0,,
2019-06-30 00:00:00+00:00,1.508,1.58,1.388,1.449,5230376.814,1561939199999,7781872.693554,23171,2362023.702,3531832.353711,0,,
2019-07-01 00:00:00+00:00,1.449,1.468,1.25,1.352,4805958.281,1562025599999,6476205.962575,20696,2423281.338,3263865.654061,0,,
2019-07-02 00:00:00+00:00,1.354,1.356,1.032,1.14,8937311.635,1562111999999,10206672.399728,37339,4266169.182,4861416.801074,0,,
2019-07-03 00:00:00+00:00,1.138,1.186,1.065,1.11,5412448.609,1562198399999,6087342.258387,24643,2310801.568,2600970.071265,0,,
2019-07-04 00:00:00+00:00,1.11,1.138,0.984,1.01,5047597.506,1562284799999,5249847.320434,20805,2203660.518,2292459.760278,0,,
2019-07-05 00:00:00+00:00,1.009,1.175,0.974,1.127,8906873.67,1562371199999,9731240.973711,34615,4419566.603,4830621.304055,0,,
2019-07-06 00:00:00+00:00,1.128,1.132,1.024,1.031,4337280.445,1562457599999,4589534.285388,21134,2019152.903,2139315.245195,0,,
2019-07-07 00:00:00+00:00,1.031,1.105,1.024,1.065,2975212.85,1562543999999,3155557.803153,15070,1461202.838,1554128.632395,0,,
2019-07-08 00:00:00+00:00,1.065,1.067,1.03,1.049,1961005.67,1562630399999,2046889.462248,11946,813276.59,849735.214538,0,,
2019-07-09 00:00:00+00:00,1.047,1.084,1.015,1.044,3709858.044,1562716799999,3876326.996917,17823,1592837.164,1672142.371014,0,,
2019-07-10 00:00:00+00:00,1.043,1.119,0.955,1.029,6983704.323,1562803199999,7248714.834329,25944,2994071.192,3135756.849684,0,,
2019-07-11 00:00:00+00:00,1.029,1.039,0.843,0.859,4781454.625,1562889599999,4500582.853336,18149,1993192.466,1882326.649945,0,,
2019-07-12 00:00:00+00:00,0.858,0.938,0.797,0.885,6857361.718,1562975999999,6041329.526692,23717,3196611.815,2824857.510249,0,,
2019-07-13 00:00:00+00:00,0.886,1.035,0.869,0.939,9350275.975,1563062399999,8906817.192181,32583,4509107.849,4302709.610824,0,,
2019-07-14 00:00:00+00:00,0.939,1.03,0.816,0.819,8737776.115,1563148799999,8137205.931774,29818,3928132.029,3681938.807725,0,,
2019-07-15 00:00:00+00:00,0.819,0.846,0.737,0.807,5111804.177,1563235199999,4070162.768848,13719,2159080.935,1725506.29896,0,,
2019-07-16 00:00:00+00:00,0.804,0.899,0.63,0.644,6813542.367,1563321599999,4977446.548463,16196,3137927.732,2294620.878788,0,,
2019-07-17 00:00:00+00:00,0.645,0.744,0.608,0.674,8854704.113,1563407999999,6073365.729118,22772,4020154.105,2759373.186806,0,,
2019-07-18 00:00:00+00:00,0.675,0.706,0.638,0.692,6328374.14,1563494399999,4281025.587034,16391,2843478.94,1923666.154349,0,,
2019-07-19 00:00:00+00:00,0.692,0.693,0.649,0.67,2684075.334,1563580799999,1786745.107734,7093,1214273.017,809483.705637,0,,
2019-07-20 00:00:00+00:00,0.67,0.752,0.656,0.708,5291301.343,1563667199999,3774145.658367,12204,2802350.968,1998501.949686,0,,
2019-07-21 00:00:00+00:00,0.707,0.712,0.657,0.692,3595344.637,1563753599999,2476130.820474,9450,1600407.036,1107088.833207,0,,
2019-07-22 00:00:00+00:00,0.695,0.705,0.631,0.642,2696291.001,1563839999999,1793822.444591,7798,1056031.14,706784.253066,0,,
2019-07-23 00:00:00+00:00,0.642,0.647,0.564,0.58,4882364.606,1563926399999,2947385.329573,13246,1955247.26,1182217.590709,0,,
2019-07-24 00:00:00+00:00,0.578,0.615,0.555,0.597,3883834.313,1564012799999,2264930.975791,10093,1797141.108,1051573.400732,0,,
2019-07-25 00:00:00+00:00,0.595,0.615,0.58,0.61,2292829.525,1564099199999,1367277.251588,5340,1043456.423,623524.366374,0,,
2019-07-26 00:00:00+00:00,0.61,0.709,0.592,0.651,8340632.352,1564185599999,5495266.571458,19919,4371841.794,2874535.423748,0,,
2019-07-27 00:00:00+00:00,0.65,0.668,0.57,0.578,4755130.478,1564271999999,2927269.212651,9763,1779251.221,1094593.736963,0,,
2019-07-28 00:00:00+00:00,0.578,0.601,0.558,0.577,2289778.751,1564358399999,1333259.961198,5756,981851.862,573025.598514,0,,
2019-07-29 00:00:00+00:00,0.576,0.594,0.552,0.571,2843701.206,1564444799999,1632366.060118,7319,1214994.341,700289.805164,0,,
2019-07-30 00:00:00+00:00,0.57,0.589,0.555,0.568,2638918.637,1564531199999,1501111.773035,5979,1055526.521,602231.298929,0,,
2019-07-31 00:00:00+00:00,0.567,0.578,0.558,0.567,2692986.065,1564617599999,1526647.397273,5357,1119675.006,636196.191405,0,,
2019-08-01 00:00:00+00:00,0.567,0.57,0.507,0.562,5847654.143,1564703999999,3139487.323194,11087,2402501.623,1292645.956906,0,,
2019-08-02 00:00:00+00:00,0.563,0.883,0.554,0.808,45578408.033,1564790399999,35139073.240862,86866,24683849.793,18871252.237612,0,,
2019-08-03 00:00:00+00:00,0.807,0.858,0.737,0.742,10880500.952,1564876799999,8516440.724485,26324,4569125.995,3587793.31108,0,,
2019-08-04 00:00:00+00:00,0.742,0.762,0.695,0.705,5935191.167,1564963199999,4246033.551464,15318,2198023.668,1573311.296591,0,,
2019-08-05 00:00:00+00:00,0.706,0.804,0.676,0.793,10595618.108,1565049599999,7738361.909611,22757,5243418.367,3856675.213429,0,,
