open_time,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore,open_time
2024-10-17 00:00:00+00:00,155.1,168.0,146.8,151.4,18434.09,1729209599999,2817049.0924,12069,10005.382,1531695.7617,0,
2024-10-18 00:00:00+00:00,151.1,158.6,150.3,156.0,15919.415,1729295999999,2458535.566,9659,6771.667,1049056.7933,0,
2024-10-19 00:00:00+00:00,156.0,162.5,154.6,161.0,6927.793,1729382399999,1090690.3695,6170,3591.867,565559.6308,0,
2024-10-20 00:00:00+00:00,160.8,169.3,157.3,168.5,10098.244,1729468799999,1630885.5322,8378,5032.481,813979.5428,0,
2024-10-21 00:00:00+00:00,168.5,173.4,161.6,167.3,13299.581,1729555199999,2251025.0654,10548,6790.644,1149463.5776,0,
2024-10-22 00:00:00+00:00,167.3,172.6,164.2,169.0,6206.36,1729641599999,1047179.7018,8837,3013.97,510338.8942,0,
2024-10-23 00:00:00+00:00,169.1,175.5,162.9,172.4,12980.394,1729727999999,2195041.4342,11045,6822.276,1159509.1852,0,
2024-10-24 00:00:00+00:00,172.3,180.5,170.9,178.5,12351.09,1729814399999,2174801.0289,15311,5992.137,1056350.0262,0,
2024-10-25 00:00:00+00:00,178.5,178.9,160.5,165.8,14714.541,1729900799999,2523979.7965,21818,5108.519,876250.2754,0,
2024-10-26 00:00:00+00:00,165.8,174.5,163.6,172.1,6054.554,1729987199999,1025436.9868,8408,3093.124,525015.791,0,
2024-10-27 00:00:00+00:00,172.1,179.8,171.6,178.5,5462.274,1730073599999,962676.1457,8967,3111.402,548257.3321,0,
2024-10-28 00:00:00+00:00,178.1,181.3,174.2,180.1,6290.675,1730159999999,1118176.5621,9178,2999.23,534196.2648,0,
2024-10-29 00:00:00+00:00,180.1,185.0,178.1,181.2,13024.166,1730246399999,2370219.6566,21208,4753.899,865038.4646,0,
2024-10-30 00:00:00+00:00,181.2,183.0,174.6,176.5,6769.281,1730332799999,1207686.7001,9574,3345.115,596970.517,0,
