open_time,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore,open_time.1,open_time.2,open_time
2025-10-06 00:00:00+00:00,1.5,3.0,1.5,2.063,110671612.53,1759795199999,233056793.14155,417453,56925417.63,119949370.78474,0,,,
2025-10-07 00:00:00+00:00,2.064,2.19,1.945,2.045,128081681.37,1759881599999,263360301.58565,620956,59443085.04,122349640.32677,0,,,
2025-10-08 00:00:00+00:00,2.045,2.11,1.9,1.928,110578384.24,1759967999999,220392788.19979,488752,49234933.54,98242209.68295,0,,,
2025-10-09 00:00:00+00:00,1.928,1.928,1.56,1.681,149073254.31,1760054399999,260941116.84896,579538,68352353.96,119342632.16313,0,,,
2025-10-10 00:00:00+00:00,1.682,1.846,0.984,1.321,390623926.23,1760140799999,611390350.58855,1501760,201984825.61,315566618.30733,0,,,
2025-10-11 00:00:00+00:00,1.32,1.414,1.155,1.2,228407551.96,1760227199999,298668234.00033,813328,104542964.8,136630768.36406,0,,,
2025-10-12 00:00:00+00:00,1.2,1.536,1.16,1.485,290533149.72,1760313599999,405294255.06853,762025,147359825.41,205409744.91199,0,,,
2025-10-13 00:00:00+00:00,1.484,1.595,1.352,1.451,259393718.8,1760399999999,381133209.1262,690883,123720394.3,182160053.97321,0,,,
2025-10-14 00:00:00+00:00,1.451,1.529,1.301,1.502,257001545.05,1760486399999,362940627.81307,644355,122890938.91,173779063.70466,0,,,
2025-10-15 00:00:00+00:00,1.503,1.538,1.262,1.282,177177686.95,1760572799999,251457897.77753,424270,78050604.89,111413299.81107,0,,,
2025-10-16 00:00:00+00:00,1.282,1.364,1.183,1.257,224893862.3,1760659199999,289761427.36875,514939,106218758.85,137080099.10688,0,,,
2025-10-17 00:00:00+00:00,1.257,1.289,1.02,1.158,292523293.91,1760745599999,326934111.37873,581849,133105106.63,148827410.50453,0,,,
2025-10-18 00:00:00+00:00,1.158,1.237,1.121,1.177,136048689.23,1760831999999,161057424.75598,296780,69129755.1,81872727.22175,0,,,
