open_time,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore,open_time.1,open_time
2023-05-05 00:00:00+00:00,1.97e-06,4.39e-06,1.97e-06,3.73e-06,46108639000543.0,1683331199999,154291982.66948947,477819,24373246666898.0,81772634.23419222,0,,
2023-05-06 00:00:00+00:00,3.73e-06,3.85e-06,2.29e-06,2.63e-06,108184587925547.0,1683417599999,313834734.66872513,688278,53343335070428.0,154933971.8870597,0,,
2023-05-07 00:00:00+00:00,2.63e-06,3.1e-06,2.41e-06,2.79e-06,65077437336487.0,1683503999999,178313092.02841035,356088,32994323843219.0,90664440.4092487,0,,
2023-05-08 00:00:00+00:00,2.79e-06,2.81e-06,1.54e-06,1.94e-06,140237460567381.0,1683590399999,290244916.24877626,474109,63954788623730.0,131153294.4477846,0,,
2023-05-09 00:00:00+00:00,1.95e-06,2.14e-06,1.73e-06,2.01e-06,84408522428236.0,1683676799999,163165363.80408043,313049,42262855413080.0,82207001.93864264,0,,
2023-05-10 00:00:00+00:00,2.01e-06,2.13e-06,1.69e-06,1.93e-06,62376608472013.0,1683763199999,119522861.92357072,222244,28306279145354.0,54403374.7473823,0,,
2023-05-11 00:00:00+00:00,1.93e-06,1.94e-06,1.25e-06,1.4e-06,102478204068900.0,1683849599999,156745395.36551225,256206,44198929426902.0,67369750.49165608,0,,
2023-05-12 00:00:00+00:00,1.4e-06,1.9e-06,1.05e-06,1.75e-06,183117190471740.0,1683935999999,241844911.6483907,354953,93101019701422.0,123410044.85034166,0,,
2023-05-13 00:00:00+00:00,1.75e-06,2.08e-06,1.54e-06,1.87e-06,160845317539432.0,1684022399999,294238070.6149711,482121,81478358514522.0,149531081.80711493,0,,
2023-05-14 00:00:00+00:00,1.87e-06,1.95e-06,1.74e-06,1.78e-06,68330631582345.0,1684108799999,125288827.30600265,206523,31961764921258.0,58846906.17047786,0,,
2023-05-15 00:00:00+00:00,1.79e-06,1.79e-06,1.61e-06,1.73e-06,61163976301961.0,1684195199999,103382077.9440568,157838,28831557829692.0,48902354.11742576,0,,
2023-05-16 00:00:00+00:00,1.73e-06,1.82e-06,1.64e-06,1.67e-06,46420055507337.0,1684281599999,79405228.10507993,120223,22108572421259.0,38032485.24855463,0,,
2023-05-17 00:00:00+00:00,1.67e-06,1.69e-06,1.46e-06,1.57e-06,58829136028623.0,1684367999999,92703610.1980806,131448,26321466667399.0,41452905.79782498,0,,
2023-05-18 00:00:00+00:00,1.58e-06,1.64e-06,1.5e-06,1.59e-06,46601403583590.0,1684454399999,73378902.08316857,101341,24367151776462.0,38519068.17074196,0,,
2023-05-19 00:00:00+00:00,1.58e-06,1.59e-06,1.47e-06,1.53e-06,27186905002751.0,1684540799999,41385738.80689973,63428,12609176820350.0,19235386.11578929,0,,
2023-05-20 00:00:00+00:00,1.52e-06,1.93e-06,1.5e-06,1.72e-06,61157619295586.0,1684627199999,104601986.70922256,151098,32493984770769.0,55437979.9715456,0,,
2023-05-21 00:00:00+00:00,1.71e-06,1.76e-06,1.56e-06,1.59e-06,42538861909980.0,1684713599999,71113533.46793026,102494,18920259348192.0,31707499.51571136,0,,
2023-05-22 00:00:00+00:00,1.59e-06,1.6e-06,1.51e-06,1.52e-06,25843529163128.0,1684799999999,40133100.237252,58162,12250923560450.0,19060199.16467902,0,,
2023-05-23 00:00:00+00:00,1.52e-06,1.67e-06,1.51e-06,1.59e-06,28163796626075.0,1684886399999,44842877.6640287,62541,15057961139750.0,23999737.23316702,0,,
2023-05-24 00:00:00+00:00,1.59e-06,1.6e-06,1.31e-06,1.43e-06,50985625817252.0,1684972799999,73751493.22319442,98639,24520426311169.0,35341330.45269062,0,,
2023-05-25 00:00:00+00:00,1.43e-06,1.47e-06,1.34e-06,1.43e-06,31717937452590.0,1685059199999,45042114.63326935,57497,16265100403166.0,23191070.08230292,0,,
2023-05-26 00:00:00+00:00,1.43e-06,1.49e-06,1.38e-06,1.46e-06,25341626102384.0,1685145599999,36622153.60627081,45689,13556617579898.0,19650896.72220654,0,,
2023-05-27 00:00:00+00:00,1.45e-06,1.54e-06,1.43e-06,1.52e-06,19742767057020.0,1685231999999,29508992.16284733,40775,9897547200707.0,14836054.88896569,0,,
2023-05-28 00:00:00+00:00,1.52e-06,1.54e-06,1.41e-06,1.49e-06,21189159705596.0,1685318399999,31239049.82919957,46858,9805713036888.0,14494386.28513911,0,,
2023-05-29 00:00:00+00:00,1.5e-06,1.52e-06,1.42e-06,1.44e-06,17678408403543.0,1685404799999,25658694.41967008,38900,7854842901942.0,11410408.96102023,0,,
2023-05-30 00:00:00+00:00,1.44e-06,1.44e-06,1.23e-06,1.3e-06,26459115670028.0,1685491199999,35432974.55399667,62688,12601642760542.0,16850307.13540551,0,,
2023-05-31 00:00:00+00:00,1.3e-06,1.32e-06,1.19e-06,1.26e-06,28911883449285.0,1685577599999,36070540.79987735,55528,14451307335353.0,18044004.42498812,0,,
2023-06-01 00:00:00+00:00,1.27e-06,1.33e-06,1.21e-06,1.25e-06,24903626865682.0,1685663999999,31722868.59475733,48908,12524103051512.0,15996181.1839515,0,,
2023-06-02 00:00:00+00:00,1.24e-06,1.31e-06,1.23e-06,1.29e-06,15231747109274.0,1685750399999,19237455.83009518,30689,8237524164347.0,10433285.52614095,0,,
2023-06-03 00:00:00+00:00,1.29e-06,1.35e-06,1.26e-06,1.3e-06,22022382388125.0,1685836799999,28708641.87925578,39584,11248105615519.0,14707494.31204074,0,,
2023-06-04 00:00:00+00:00,1.3e-06,1.3e-06,1.21e-06,1.23e-06,15708665098619.0,1685923199999,19747463.12746422,34067,6864807374279.0,8642528.17783521,0,,
2023-06-05 00:00:00+00:00,1.23e-06,1.24e-06,9.5e-07,1.03e-06,49266844972743.0,1686009599999,53272152.60223488,100483,23502632254305.0,25236004.1386084,0,,
2023-06-06 00:00:00+00:00,1.03e-06,1.26e-06,9.6e-07,1.2e-06,68124119403275.0,1686095999999,75770684.8826438,118942,36755811599222.0,41066191.00166166,0,,
2023-06-07 00:00:00+00:00,1.2e-06,1.22e-06,1.04e-06,1.07e-06,37938275142612.0,1686182399999,42535708.66110397,69584,18018845381927.0,20245479.57919578,0,,
2023-06-08 00:00:00+00:00,1.07e-06,1.14e-06,1.03e-06,1.08e-06,20113573681185.0,1686268799999,21823238.58774591,41220,10863349573246.0,11810959.68383591,0,,
2023-06-09 00:00:00+00:00,1.09e-06,1.2e-06,1.05e-06,1.14e-06,33823724620921.0,1686355199999,38550018.79693727,73834,17485960255837.0,19956015.15735913,0,,
2023-06-10 00:00:00+00:00,1.13e-06,1.14e-06,8.7e-07,9.4e-07,65236121417990.0,1686441599999,61810429.02975808,103665,30627223908972.0,28955009.65630009,0,,
2023-06-11 00:00:00+00:00,9.3e-07,9.5e-07,8.8e-07,9.2e-07,21081083114862.0,1686527999999,19479504.7289629,33995,9711947632802.0,9004565.93318579,0,,
2023-06-12 00:00:00+00:00,9.1e-07,9.5e-07,8.4e-07,9.1e-07,22319730818691.0,1686614399999,20073425.11250781,39542,11401918314484.0,10290914.08828215,0,,
2023-06-13 00:00:00+00:00,9e-07,9.9e-07,8.8e-07,9.1e-07,35032196880912.0,1686700799999,32552833.88909787,49294,17182644725135.0,15998839.87851094,0,,
2023-06-14 00:00:00+00:00,9.2e-07,9.7e-07,8.6e-07,8.8e-07,24002267566156.0,1686787199999,21934866.94619621,38899,11276935501469.0,10357728.86488374,0,,
2023-06-15 00:00:00+00:00,8.9e-07,9.3e-07,8.2e-07,8.9e-07,23847177939242.0,1686873599999,20698944.14576176,35179,12590616761264.0,10970187.69418794,0,,
2023-06-16 00:00:00+00:00,8.9e-07,1.05e-06,8.7e-07,9.6e-07,45746758588764.0,1686959999999,43215779.68438097,68830,23720899510518.0,22452320.96653622,0,,
2023-06-17 00:00:00+00:00,9.7e-07,1.05e-06,9.4e-07,1e-06,31398516601432.0,1687046399999,31261549.50205117,47954,17779050229075.0,17737178.01972588,0,,
2023-06-18 00:00:00+00:00,1e-06,1.01e-06,9.2e-07,9.4e-07,15935402409817.0,1687132799999,15463901.66487318,28398,6407441740481.0,6245254.90821135,0,,
2023-06-19 00:00:00+00:00,9.3e-07,9.6e-07,9.1e-07,9.4e-07,18044405269959.0,1687219199999,16851847.70688447,25045,9098010682319.0,8517413.83782863,0,,
2023-06-20 00:00:00+00:00,9.5e-07,1.09e-06,9.1e-07,1.07e-06,34505621536031.0,1687305599999,33299057.29432777,50394,19277057956979.0,18686355.51582868,0,,
2023-06-21 00:00:00+00:00,1.07e-06,1.47e-06,1.03e-06,1.38e-06,129109902578205.0,1687391999999,162282573.70980224,219297,68724204767723.0,86387363.6307616,0,,
2023-06-22 00:00:00+00:00,1.38e-06,1.69e-06,1.36e-06,1.55e-06,170132746013597.0,1687478399999,262495546.29319203,358660,85580241858484.0,132491979.36197716,0,,
2023-06-23 00:00:00+00:00,1.54e-06,1.79e-06,1.45e-06,1.65e-06,99298315386008.0,1687564799999,159943579.10411116,218846,48928803931731.0,79061051.235621,0,,
2023-06-24 00:00:00+00:00,1.65e-06,1.76e-06,1.49e-06,1.55e-06,67478077387910.0,1687651199999,108802472.06037256,140742,32273428310166.0,52228004.81201517,0,,
2023-06-25 00:00:00+00:00,1.55e-06,1.68e-06,1.52e-06,1.61e-06,49037826649197.0,1687737599999,78471276.9834829,107638,24261217444954.0,38898421.42766555,0,,
2023-06-26 00:00:00+00:00,1.61e-06,1.63e-06,1.47e-06,1.51e-06,47677009739950.0,1687823999999,73667566.87936015,95250,21999060766062.0,34110229.67357479,0,,
2023-06-27 00:00:00+00:00,1.5e-06,1.67e-06,1.49e-06,1.61e-06,42503845491206.0,1687910399999,68199344.30719039,89804,23177249685169.0,37257916.67934637,0,,
2023-06-28 00:00:00+00:00,1.62e-06,1.62e-06,1.36e-06,1.42e-06,37263893532231.0,1687996799999,55992541.13682556,76441,15203824151586.0,22889405.59760032,0,,
2023-06-29 00:00:00+00:00,1.42e-06,1.63e-06,1.4e-06,1.54e-06,38601936146006.0,1688083199999,59155353.26935479,74456,20447152138106.0,31332813.98611331,0,,
2023-06-30 00:00:00+00:00,1.54e-06,1.71e-06,1.45e-06,1.62e-06,87407506710529.0,1688169599999,140232219.33557874,138762,42980594186649.0,69192097.94139478,0,,
2023-07-01 00:00:00+00:00,1.62e-06,1.64e-06,1.51e-06,1.56e-06,22007250207876.0,1688255999999,34655325.50961728,42051,9438510423114.0,14853247.42817895,0,,
2023-07-02 00:00:00+00:00,1.56e-06,1.62e-06,1.48e-06,1.58e-06,19532222091251.0,1688342399999,30256510.66793933,40355,10394416814807.0,16149319.10162126,0,,
2023-07-03 00:00:00+00:00,1.58e-06,1.9e-06,1.56e-06,1.84e-06,75874367689918.0,1688428799999,134168195.2808822,155843,38994705987609.0,68871794.15496954,0,,
2023-07-04 00:00:00+00:00,1.83e-06,1.89e-06,1.69e-06,1.71e-06,40305018777128.0,1688515199999,70930172.66303368,79165,18635906850508.0,32840119.94183243,0,,
2023-07-05 00:00:00+00:00,1.71e-06,1.77e-06,1.6e-06,1.66e-06,27779597520636.0,1688601599999,46258351.97325025,56057,13842247299540.0,23041960.99368627,0,,
2023-07-06 00:00:00+00:00,1.65e-06,1.79e-06,1.53e-06,1.54e-06,43615963497808.0,1688687999999,72009790.78232205,81697,19900941736867.0,32915222.47045634,0,,
2023-07-07 00:00:00+00:00,1.54e-06,1.6e-06,1.5e-06,1.57e-06,26384657903114.0,1688774399999,41069252.33136409,50359,13375607476235.0,20865800.88264168,0,,
2023-07-08 00:00:00+00:00,1.57e-06,1.6e-06,1.51e-06,1.56e-06,10928219541876.0,1688860799999,16978368.78193716,25521,5203123094029.0,8106409.84802609,0,,
2023-07-09 00:00:00+00:00,1.56e-06,1.59e-06,1.52e-06,1.54e-06,8991585695705.0,1688947199999,14003576.10964717,21111,4575656830961.0,7140441.80173703,0,,
2023-07-10 00:00:00+00:00,1.54e-06,1.59e-06,1.43e-06,1.51e-06,28865556902901.0,1689033599999,43161283.28886261,52641,13893171107455.0,20780164.94580056,0,,
2023-07-11 00:00:00+00:00,1.52e-06,1.54e-06,1.48e-06,1.51e-06,11361524313279.0,1689119999999,17122373.04364132,25739,5623690290963.0,8496896.06827899,0,,
2023-07-12 00:00:00+00:00,1.51e-06,1.57e-06,1.48e-06,1.5e-06,15820551643799.0,1689206399999,24196436.34053235,27495,8410342236703.0,12907439.00529708,0,,
2023-07-13 00:00:00+00:00,1.51e-06,1.77e-06,1.46e-06,1.72e-06,43040299765530.0,1689292799999,69557683.15483823,76002,22320741713879.0,36171890.36441945,0,,
2023-07-14 00:00:00+00:00,1.72e-06,1.88e-06,1.55e-06,1.64e-06,71463759801184.0,1689379199999,124003010.9499753,131569,34461315141406.0,59886547.62673112,0,,
2023-07-15 00:00:00+00:00,1.65e-06,1.71e-06,1.61e-06,1.65e-06,18911843158392.0,1689465599999,31368215.24835049,34267,8899874672781.0,14795154.41701016,0,,
2023-07-16 00:00:00+00:00,1.64e-06,1.67e-06,1.55e-06,1.57e-06,11479638493399.0,1689551999999,18522838.88359693,26009,4386123980752.0,7102164.99526838,0,,
2023-07-17 00:00:00+00:00,1.57e-06,1.61e-06,1.51e-06,1.58e-06,17659687486894.0,1689638399999,27414868.67979052,38855,8753719221583.0,13627118.71607241,0,,
2023-07-18 00:00:00+00:00,1.58e-06,1.6e-06,1.48e-06,1.52e-06,13468168236684.0,1689724799999,20550334.93522811,30028,5646631280284.0,8634163.12616031,0,,
2023-07-19 00:00:00+00:00,1.52e-06,1.58e-06,1.5e-06,1.52e-06,11353373100091.0,1689811199999,17532841.37655266,24743,6255765818556.0,9675777.64002395,0,,
2023-07-20 00:00:00+00:00,1.53e-06,1.58e-06,1.46e-06,1.51e-06,12904697073328.0,1689897599999,19735319.19548689,27121,5673893043405.0,8725571.31527675,0,,
2023-07-21 00:00:00+00:00,1.51e-06,1.55e-06,1.48e-06,1.53e-06,14074838020514.0,1689983999999,21348549.513631,21180,9689552944403.0,14717067.6718077,0,,
2023-07-22 00:00:00+00:00,1.52e-06,1.55e-06,1.47e-06,1.49e-06,6132598817525.0,1690070399999,9304844.01291775,14228,2644214970091.0,4023111.9714091,0,,
2023-07-23 00:00:00+00:00,1.49e-06,1.54e-06,1.46e-06,1.51e-06,6045493218739.0,1690156799999,9071518.8518219,15602,3174297389825.0,4771317.00624119,0,,
2023-07-24 00:00:00+00:00,1.51e-06,1.51e-06,1.28e-06,1.35e-06,23911796265486.0,1690243199999,32773365.8011045,45487,10370357004772.0,14183172.76124643,0,,
2023-07-25 00:00:00+00:00,1.35e-06,1.36e-06,1.28e-06,1.3e-06,13320675142486.0,1690329599999,17615723.61871057,27257,6581504661288.0,8729502.35006989,0,,
2023-07-26 00:00:00+00:00,1.31e-06,1.39e-06,1.22e-06,1.33e-06,28003306391719.0,1690415999999,36342308.56956642,48796,14109804076874.0,18375390.15604948,0,,
2023-07-27 00:00:00+00:00,1.34e-06,1.45e-06,1.31e-06,1.35e-06,20572137300908.0,1690502399999,28373383.53786275,36719,10312554974328.0,14269982.59620173,0,,
2023-07-28 00:00:00+00:00,1.34e-06,1.38e-06,1.29e-06,1.33e-06,11977228484062.0,1690588799999,16033174.89878828,21549,5912679787908.0,7939488.51053221,0,,
2023-07-29 00:00:00+00:00,1.34e-06,1.36e-06,1.32e-06,1.35e-06,4947727886844.0,1690675199999,6629000.52027911,11483,2247005897576.0,3017877.9540843,0,,
2023-07-30 00:00:00+00:00,1.34e-06,1.35e-06,1.24e-06,1.3e-06,10789582927121.0,1690761599999,14058130.75441122,21724,5120716053612.0,6666413.92433361,0,,
2023-07-31 00:00:00+00:00,1.29e-06,1.33e-06,1.2e-06,1.24e-06,12112272124852.0,1690847999999,15279798.14612129,23694,5882324082537.0,7416477.54610929,0,,
2023-08-01 00:00:00+00:00,1.23e-06,1.31e-06,1.17e-06,1.3e-06,17191725854220.0,1690934399999,21195758.6731577,28704,8760701478889.0,10862314.31439764,0,,
2023-08-02 00:00:00+00:00,1.31e-06,1.32e-06,1.2e-06,1.22e-06,20273265284892.0,1691020799999,25504649.33802865,27311,9115284132911.0,11516978.82705709,0,,
2023-08-03 00:00:00+00:00,1.21e-06,1.24e-06,1.19e-06,1.2e-06,7619809310429.0,1691107199999,9238322.46288184,15346,3643837597775.0,4428907.82260879,0,,
2023-08-04 00:00:00+00:00,1.2e-06,1.23e-06,1.11e-06,1.16e-06,13998729394028.0,1691193599999,16457269.41636164,20902,5124568858974.0,6069608.7491065,0,,
2023-08-05 00:00:00+00:00,1.16e-06,1.18e-06,1.12e-06,1.15e-06,11593498905424.0,1691279999999,13274671.43012433,20878,6498990224237.0,7456130.55995589,0,,
2023-08-06 00:00:00+00:00,1.16e-06,1.18e-06,1.12e-06,1.15e-06,10360978933924.0,1691366399999,11964105.59598458,18913,5299358423392.0,6138913.94579445,0,,
2023-08-07 00:00:00+00:00,1.16e-06,1.2e-06,1.05e-06,1.11e-06,18837235834434.0,1691452799999,21114283.53238419,30919,9301624400098.0,10483274.7447347,0,,
2023-08-08 00:00:00+00:00,1.11e-06,1.23e-06,1.1e-06,1.17e-06,32586214598799.0,1691539199999,38304810.23859786,43365,17229541489055.0,20293938.33101789,0,,
2023-08-09 00:00:00+00:00,1.17e-06,1.29e-06,1.17e-06,1.24e-06,39833137260596.0,1691625599999,49298326.99591805,53826,19693940157000.0,24423608.37457315,0,,
2023-08-10 00:00:00+00:00,1.23e-06,1.27e-06,1.21e-06,1.24e-06,12719644302426.0,1691711999999,15787878.076656,21185,6568837735446.0,8178676.6639162,0,,
2023-08-11 00:00:00+00:00,1.24e-06,1.27e-06,1.21e-06,1.25e-06,8323218945828.0,1691798399999,10335983.88722229,15546,3433945207694.0,4279752.89935343,0,,
2023-08-12 00:00:00+00:00,1.24e-06,1.37e-06,1.24e-06,1.36e-06,23971475098622.0,1691884799999,31810922.84799651,40143,14648307266765.0,19449026.84112138,0,,
2023-08-13 00:00:00+00:00,1.36e-06,1.43e-06,1.32e-06,1.36e-06,20328397343170.0,1691971199999,28195496.68204613,35130,9723919464887.0,13532378.55041005,0,,
