open_time,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore,open_time.1,open_time.2,open_time
2018-05-31 00:00:00+00:00,0.28021,0.306,0.28021,0.29568,13858336.58,1527811199999,4107705.3206078,8514,7214571.33,2141357.0695006,0,,,
2018-06-01 00:00:00+00:00,0.29567,0.29999,0.27963,0.28863,20363494.36,1527897599999,5898006.8552133,12578,12009128.48,3476056.7705288,0,,,
2018-06-02 00:00:00+00:00,0.28869,0.30489,0.28812,0.2974,21831274.53,1527983999999,6478733.8040592,13312,13673110.8,4056778.0968641,0,,,
2018-06-03 00:00:00+00:00,0.29741,0.312,0.29651,0.30405,21640031.26,1528070399999,6572281.8178126,18350,13691295.51,4156708.4778638,0,,,
2018-06-04 00:00:00+00:00,0.30406,0.31104,0.28501,0.2908,17487526.89,1528156799999,5170509.8187728,11956,9723061.66,2876288.9767011,0,,,
2018-06-05 00:00:00+00:00,0.29022,0.29876,0.27801,0.29403,15259665.07,1528243199999,4403409.7762995,15248,8720822.78,2515200.3355608,0,,,
2018-06-06 00:00:00+00:00,0.29403,0.30151,0.28817,0.2995,15572839.03,1528329599999,4567543.0489111,13152,10248290.9,3005483.2516719,0,,,
2018-06-07 00:00:00+00:00,0.29959,0.3062,0.29,0.29298,17873474.34,1528415999999,5349413.9548263,16561,10318294.04,3086071.4121601,0,,,
2018-06-08 00:00:00+00:00,0.29284,0.29542,0.28471,0.28698,17749233.55,1528502399999,5135562.5833751,9298,10656202.45,3085785.9411118,0,,,
2018-06-09 00:00:00+00:00,0.28698,0.29135,0.27777,0.28027,18505595.52,1528588799999,5285220.9617499,8151,10884442.41,3112822.3853158,0,,,
2018-06-10 00:00:00+00:00,0.28027,0.287,0.23681,0.24402,20539255.42,1528675199999,5323064.6031781,12459,12076696.45,3139227.0971967,0,,,
2018-06-11 00:00:00+00:00,0.24472,0.258,0.23377,0.25332,15650347.87,1528761599999,3797402.9293176,9531,8701451.33,2110724.0252593,0,,,
2018-06-12 00:00:00+00:00,0.25329,0.25332,0.213,0.22717,17130990.6,1528847999999,4098949.1768594,9487,9483838.79,2271241.9090449,0,,,
2018-06-13 00:00:00+00:00,0.22622,0.23056,0.20331,0.21839,18906513.51,1528934399999,4165786.341101,11330,9993361.99,2207749.8066368,0,,,
2018-06-14 00:00:00+00:00,0.2184,0.2438,0.21641,0.2399,22050182.15,1529020799999,5115164.4448576,12707,12333253.08,2857753.6868767,0,,,
2018-06-15 00:00:00+00:00,0.23993,0.24238,0.22799,0.22899,18277900.33,1529107199999,4321376.163187,9236,10084159.64,2385105.3632413,0,,,
