open_time,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore,open_time.1,open_time
2024-08-08 00:00:00+00:00,4.352,6.47,4.352,6.218,7201655.11,1723161599999,44731989.4385,173609,3831911.34,23812631.61539,0,,
2024-08-09 00:00:00+00:00,6.217,6.832,6.081,6.619,11228166.27,1723247999999,72823702.05494,283605,5524619.89,35804829.71002,0,,
2024-08-10 00:00:00+00:00,6.619,6.846,6.599,6.673,5133409.14,1723334399999,34442815.26565,146259,2552745.21,17116198.38061,0,,
2024-08-11 00:00:00+00:00,6.674,6.725,6.154,6.21,4615543.02,1723420799999,29742079.30767,122782,2235381.41,14384397.39322,0,,
2024-08-12 00:00:00+00:00,6.21,6.63,6.057,6.27,5856268.56,1723507199999,37180172.62168,138815,2779305.07,17667280.38659,0,,
2024-08-13 00:00:00+00:00,6.271,6.531,6.186,6.456,4317982.22,1723593599999,27455887.96871,124270,2154331.85,13703929.79426,0,,
2024-08-14 00:00:00+00:00,6.455,7.269,6.392,6.89,10902776.42,1723679999999,75841655.0502,299774,5354270.6,37187146.53669,0,,
2024-08-15 00:00:00+00:00,6.889,6.914,6.43,6.597,8328363.14,1723766399999,55264068.26047,213232,4420511.3,29334439.73507,0,,
2024-08-16 00:00:00+00:00,6.598,6.886,6.376,6.538,12169320.21,1723852799999,80270089.43531,261363,6131691.64,40414456.94771,0,,
2024-08-17 00:00:00+00:00,6.537,6.578,6.382,6.438,3533224.7,1723939199999,22877863.72981,97805,1561577.33,10121004.75756,0,,
2024-08-18 00:00:00+00:00,6.439,7.104,6.409,6.887,5796162.58,1724025599999,38995338.86614,141980,3101527.26,20887296.88532,0,,
2024-08-19 00:00:00+00:00,6.887,7.068,6.709,6.832,7418290.56,1724111999999,50771784.12108,181935,3656314.66,25022941.48142,0,,
2024-08-20 00:00:00+00:00,6.832,6.932,6.592,6.664,5041418.88,1724198399999,34097517.5757,114315,2343068.16,15839296.89584,0,,
2024-08-21 00:00:00+00:00,6.665,6.772,6.479,6.496,5312979.12,1724284799999,35308773.85966,204395,2594862.0,17248642.64807,0,,
2024-08-22 00:00:00+00:00,6.496,6.6,6.43,6.504,5136602.64,1724371199999,33519669.1469,203440,2385020.85,15564858.57956,0,,
2024-08-23 00:00:00+00:00,6.504,6.814,6.493,6.7,6231723.21,1724457599999,41362868.10256,244678,3123933.44,20738502.85155,0,,
2024-08-24 00:00:00+00:00,6.701,6.878,5.452,5.927,37829112.43,1724543999999,225039884.35459,868925,18053264.93,107515034.67974,0,,
2024-08-25 00:00:00+00:00,5.926,5.994,5.245,5.77,57258693.92,1724630399999,326851461.27852,1769218,28458472.78,162455165.04006,0,,
2024-08-26 00:00:00+00:00,5.77,5.83,5.03,5.132,29148897.52,1724716799999,160359404.68771,965639,13355438.04,73475520.77002,0,,
2024-08-27 00:00:00+00:00,5.132,5.668,5.131,5.438,25960725.28,1724803199999,140734978.93653,966597,12400055.1,67239794.4237,0,,
2024-08-28 00:00:00+00:00,5.438,5.98,5.111,5.521,41230520.5,1724889599999,227793543.29644,1428215,20257597.29,112098477.82443,0,,
2024-08-29 00:00:00+00:00,5.521,5.658,5.358,5.454,12212921.38,1724975999999,67596055.77835,549969,5774657.2,31994582.89115,0,,
2024-08-30 00:00:00+00:00,5.454,5.514,5.256,5.371,7774914.67,1725062399999,41806000.19718,420269,3357721.06,18052230.97131,0,,
2024-08-31 00:00:00+00:00,5.371,5.443,5.275,5.42,5863389.09,1725148799999,31459220.21413,242226,3236491.36,17364418.18924,0,,
2024-09-01 00:00:00+00:00,5.421,5.457,5.15,5.184,5536725.88,1725235199999,29412210.18842,358823,2535919.66,13472670.3629,0,,
2024-09-02 00:00:00+00:00,5.183,5.247,5.08,5.219,6423709.68,1725321599999,33226062.16294,363287,3099039.6,16037658.0035,0,,
2024-09-03 00:00:00+00:00,5.218,5.3,4.856,4.889,9832501.86,1725407999999,49722352.89599,461227,4834211.61,24465171.67731,0,,
2024-09-04 00:00:00+00:00,4.889,4.925,4.555,4.625,14987366.99,1725494399999,70192015.54298,634173,7605312.69,35606005.52949,0,,
2024-09-05 00:00:00+00:00,4.626,4.917,4.514,4.81,12461262.85,1725580799999,58588737.20849,507823,6540405.39,30801479.4589,0,,
2024-09-06 00:00:00+00:00,4.81,4.91,4.444,4.656,12762687.84,1725667199999,60567673.73273,550325,6364517.41,30230753.82671,0,,
2024-09-07 00:00:00+00:00,4.658,4.691,4.59,4.67,4853905.83,1725753599999,22491514.72926,225385,2328944.09,10792556.25011,0,,
2024-09-08 00:00:00+00:00,4.67,4.945,4.646,4.896,7344011.31,1725839999999,35071126.15259,297408,3487171.65,16658475.17881,0,,
2024-09-09 00:00:00+00:00,4.896,5.27,4.871,5.219,10281667.78,1725926399999,52188790.42118,401594,5343742.39,27137861.33273,0,,
