open_time,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore,open_time
2019-04-29 00:00:00+00:00,4.755,4.755,3.661,3.777,1579303.101,1556582399999,6385624.011681,15098,576148.889,2310786.39142,0,
2019-04-30 00:00:00+00:00,3.777,4.075,3.75,3.917,638430.339,1556668799999,2497699.912331,9183,313331.207,1226633.433599,0,
2019-05-01 00:00:00+00:00,3.913,4.65,3.876,4.392,1702261.315,1556755199999,7428961.209108,29530,759667.936,3308771.654432,0,
2019-05-02 00:00:00+00:00,4.391,4.661,4.174,4.61,1133146.033,1556841599999,5041541.354905,19905,500237.897,2231370.080901,0,
2019-05-03 00:00:00+00:00,4.608,5.38,4.55,5.333,2774683.236,1556927999999,13822797.787285,51121,1265318.22,6297378.718835,0,
2019-05-04 00:00:00+00:00,5.341,5.66,4.706,5.243,3500511.251,1557014399999,18198056.247087,61475,1625908.376,8473875.922258,0,
2019-05-05 00:00:00+00:00,5.238,5.238,4.774,4.837,1544214.974,1557100799999,7652043.951899,26346,716968.657,3557359.510683,0,
2019-05-06 00:00:00+00:00,4.838,4.94,4.502,4.763,1395933.412,1557187199999,6558220.970533,23059,614375.48,2890164.646143,0,
2019-05-07 00:00:00+00:00,4.763,5.071,4.59,4.596,1104548.01,1557273599999,5326560.006073,21032,469349.796,2269594.347847,0,
2019-05-08 00:00:00+00:00,4.601,4.635,4.242,4.313,1025911.947,1557359999999,4565487.34664,17438,440755.373,1963246.85602,0,
2019-05-09 00:00:00+00:00,4.342,4.491,3.415,3.88,1848165.513,1557446399999,7171406.387957,37773,824087.838,3195651.287499,0,
2019-05-10 00:00:00+00:00,3.884,4.114,3.611,3.797,1403065.556,1557532799999,5404000.988684,28532,659442.891,2545963.868922,0,
2019-05-11 00:00:00+00:00,3.804,4.175,3.7,3.902,1421951.65,1557619199999,5652623.791888,21412,640101.2,2550004.771736,0,
2019-05-12 00:00:00+00:00,3.904,4.04,3.604,3.75,828353.863,1557705599999,3187735.941642,13504,371027.765,1430033.674963,0,
2019-05-13 00:00:00+00:00,3.75,4.173,3.734,3.897,1023379.117,1557791999999,4070693.873098,16524,523050.577,2085387.331814,0,
